"sourceZone","id","title","phoneNumber","isExpired","expiresAt_dateTimeUtc","isLinkOut","contactMatches","isVerified","abstract","content","status","listedAt_label","listedAt_dateTimeUtc","salary","shareLink","workTypes_label","advertiser_id","advertiser_name","advertiser_isVerified","advertiser_registrationDate_dateTimeUtc","location_label","classifications_0_label","products_branding_id","products_branding_cover_url","products_branding_thumbnailCover_url","products_branding_logo_url","products_bullets_0","products_bullets_1","products_bullets_2","products_questionnaire_questions_0","products_questionnaire_questions_1","products_questionnaire_questions_2","products_questionnaire_questions_3","products_questionnaire_questions_4","products_video","products_bullets","products_branding_cover","products_branding_thumbnailCover","products_questionnaire","products_branding","contactMatches_0_type","contactMatches_0_value","contactMatches_1_type","contactMatches_1_value","contactMatches_2_type","contactMatches_2_value","products_questionnaire_questions_5"
"asia-1","86517078","(Senior) Business Development Officer (Mainland Business)",,false,"2026-01-12 20:59:59",true,,true,"- Develop and deliver pitches to potential new merchant partners for pursuing new opportunities
","What You will be Doing

 * Perform market research to identify new leads and engage with potential
   merchant partners to establish strategies for pursuing new opportunities

 * Develop and deliver pitches to potential new merchant partners

 * Promote HKTVmall’s services based on merchant partners’ objectives

 * Build strong relationships with customers, outside business contacts, and
   company stakeholders

 * Prepare sales contracts and provide basic on-boarding training to newly
   acquired merchants

 * Carry out and complete ad hoc projects and tasks assigned by Managemen


Who is Our Right Fit

 * Degree in business or other related discipline

 * Minimum 2 years of relevant working experience

 * Familiarity with the Mainland Business market and its unique dynamics

 * Experience in e-Commerce / retail industry is an advantage

 * Proficient in MS Office, particularly in Excel

 * Good presentation and interpersonal skills

 * Excellent written and verbal communication skills

 * Candidates with more experience may be considered as Senior Business
   Development Officer

 * Working location: Hong Kong/Shenzhen


","Active","30d+ ago","2025-09-05 16:15:21",,"https://hk.jobsdb.com/job/86517078?tracking=SHR-WEB-SharedJob-asia-1","Full time","60525991","Hong Kong Technology Venture Company Limited",true,"2012-05-16 15:05:04","Tseung Kwan O, Sai Kung District","New Business Development (Sales)","15c0a6c7-85c5-4593-b72b-b7ac9a0060ef.1","https://image-service-cdn.seek.com.au/bc5a62de8da7b25550e3622e95127b7315cd4569/000c2081b70b659011797e9148ef9fbb0544d7c5","https://image-service-cdn.seek.com.au/bc5a62de8da7b25550e3622e95127b7315cd4569/166665602dbd5b03267ecad302be91f32ded7629","https://image-service-cdn.seek.com.au/2166faae17451a2882479776cbca325b69e71f3e/ee4dce1061f3f616224767ad58cb2fc751b8d2dc","Familiarity with the Mainland Business market and its unique dynamics","Experience in e-Commerce / retail industry is an advantage","Candidates with more experience may be considered as Senior Officer",,,,,,,,,,,,,,,,,,
"asia-1","87125547","Senior Accountant - Audit & Assurance Services",,false,"2026-10-06 20:59:59",false,,true,"
Audit & Assurance Services – Senior Accountant
We provide audit services, prepare financial reporting and disclosure statements in relation...","Responsibilities:                                         

 * Assist in providing annual audit services to clients including listed
   companies and pre-IPO companies

 * Responsible for the planning and execution of audit fieldwork and completing
   the assigned tasks accordance with the audit plan

 * Work closely with clients, local and other office team members in order to
   provide quality assurance services 

 

Requirements:

 * Bachelor degree of any discipline, major in Accounting, Finance or business
   related disciplines is an advantage

 * At least 3 years’ experience on auditing work preferably on listed companies
   or sizeable private company group

 * Good command in written and spoken Chinese including Putonghua, and good
   English writing skill is essential

 * Good communication skill, good analytical mindset, good team player

 * Business travel is required


 Personal data collected will be used for recruitment purpose only.

www.shinewing.hk


","Active","15d ago","2025-12-15 11:26:03",,"https://hk.jobsdb.com/job/87125547?tracking=SHR-WEB-SharedJob-asia-1","Full time","61280262","SHINEWING (HK) CPA Limited",true,"2010-01-22 19:26:54","Causeway Bay, Wan Chai District","Audit - External (Accounting)","db983a06-7f6a-444a-b304-0bd0d50488e3.1","https://image-service-cdn.seek.com.au/286bf92195b48b7307cd53ac5d3dcc50e12a0e8e/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/286bf92195b48b7307cd53ac5d3dcc50e12a0e8e/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/e5e245bc164dfad926478a2e58691eb9852201cd/ee4dce1061f3f616224767ad58cb2fc751b8d2dc","At least 4 years’ experience on auditing work","Exposure to listed companies","Immediate available","How many years of auditing experience do you have?","Which of the following statements best describes your right to work in Hong Kong?","What's your expected monthly basic salary?","How many years' experience do you have as an Audit Accountant?",,,,,,,,,,,,,,
"asia-1","87360005","Housekeeping Supervisor",,false,"2026-01-20 20:59:59",false,,true,"Come and join the only public golf course in HK!","Job Roles & Responsibilities

 * To monitor the hygiene and cleanliness of public areas, offices, halfway
   houses, and bungalows, ensuring a comfortable environment for staff and
   customers.

 * To supervise the housekeeping team, including rostering, performance
   management, and providing training when necessary.

 * To maintain effective control of cleaning supplies and monitor inventory,  in
   line with operation needs

 * To ensure the smooth operation of the linen section and prepare a monthly
   linen usage report.




Requirement:

 * Minimum 4 years of supervisory role in housekeeping, linen room, and public
   area cleaning

 * F.5 or above with fluent Cantonese and spoken English

 * Mature, hardworking, with a sense of responsibility

 * Familiar with basic MS Office and computer skills

 * Holder of a valid driving license preferred




HOW TO APPLY:

Interested parties should send an application with a detailed resume stating
your expected remuneration and date available to the Human Resources Department
by:

E-mail: recruitment@kscgolf.org.hk

Whatsapp: 6137-5163

Fax: 2791-0481

Mail: P.O. Box 88, Sai Kung Post Office, Sai Kung, New Territories, Hong Kong","Active","18d ago","2025-12-11 17:23:53",,"https://hk.jobsdb.com/job/87360005?tracking=SHR-WEB-SharedJob-asia-1","Full time","60188094","The Jockey Club Kau Sai Chau Public Golf Course Ltd",true,"2010-01-22 19:26:54","Kau Sai Chau, Sai Kung District","Housekeeping (Hospitality & Tourism)","3eed0097-1a16-46a6-bb5d-2e8f242f2469.1","https://image-service-cdn.seek.com.au/53d1fd5e142a7bef1619b2c1ab8ab65b85c813e1/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/53d1fd5e142a7bef1619b2c1ab8ab65b85c813e1/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/32b9e0a665827d581a2b92ecb7f70bcb0bcc7848/ee4dce1061f3f616224767ad58cb2fc751b8d2dc","13th month payment & gratuity / education allowance","Free meal & parking / medical & dental insurance","To monitor the hygiene and cleanliness and supervise a team","Which of the following statements best describes your right to work in Hong Kong?","What's your expected monthly basic salary?","Do you have a current Hong Kong driver's licence?",,,,,,,,,"Email","recruitment@kscgolf.org.hk","Phone","2791-0481","Phone","6137-5163",
"asia-1","85091908","建造工程監督 II",,false,"2026-10-16 20:59:59",true,,true,"

職責
在建造工程經理的指引下協助地盤施工管理。","職責

 * 在建造工程經理的指引下協助地盤施工管理。
 * 協調及監督建造工人的工作。
 * 申領及驗收各項工程物料。
 * 確保施工符合安全標準。

要求

 * 持有建造高級文憑或相等學歷
 * 4 年實際地盤管理經驗
 * 需持有42或43小時建造業安全督導員課程
 * 持有工程監工適任技術人員T1證書

 

本公司設有完善福利及晉升機會，有意者請將履歷連同要求待遇、現時薪金及到職日期到以下聯絡方法:

地址: 九龍九龍灣宏開道8號其士商業中心11樓協興建築有限公司人力資源部收 或 ""按此申請"" 或 傳真: 25304360 

公司網址: www.hiphing.com.hk

所有個人資料只作招聘用途。
如申請人在八星期內未獲通知面試，即其申請不獲接納。
請啟動你的瀏覽器「彈出式視窗 」設定，按此 [link removed]查看步驟。
 ","Active","1d ago","2025-12-29 09:11:52",,"https://hk.jobsdb.com/job/85091908?tracking=SHR-WEB-SharedJob-asia-1","Full time","61282529","Hip Hing Construction Co Ltd",true,"2010-01-22 19:26:54","Hong Kong SAR","Contracts Management (Construction)","f2ac65e0-b483-4174-8f31-26ad4e5ffef9.1","https://image-service-cdn.seek.com.au/81f502fe41b2a0303000ec3db89fd1536d84d79e/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/81f502fe41b2a0303000ec3db89fd1536d84d79e/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/c9aa973e9d784babe1515fc77cccc197bfc4a101/f3c5292cec0e05e4272d9bf9146f390d366481d0","協助地盤施工管理","建造業安全督導員課程","工程監工適任技術人員T1證書",,,,,,,,,,,,"Phone","25304360",,,,,
"asia-1","81041309","Assistant Merchant Relationship Manager",,false,"2026-04-25 21:59:59",true,,true,"We are looking to hire an Assistant Merchant Relationship Manager to join our team!

","What You will be Doing

 * Achieve sales targets and recruit quality merchant partners
 * Manage merchant relationship including negotiation of partnership terms,
   promotion offers and operation supports
 * Explore new market and keep track of industry and new merchant partnership
 * Coordinate with marketing for the ultimate goal of conversion


Who is Our Right Fit

 * Higher Diploma or above with at least 3 years relevant working experience
 * Experience in e-Commerce / service industry is an advantage
 * Excellent presentation and negotiation skills
 * Good command of spoken and written English
 * Independent, outgoing, presentable & enthusiastic with a strong sense of
   responsibility","Active","30d+ ago","2025-09-05 16:14:39",,"https://hk.jobsdb.com/job/81041309?tracking=SHR-WEB-SharedJob-asia-1","Full time","60525991","Hong Kong Technology Venture Company Limited",true,"2012-05-16 15:05:04","Tseung Kwan O, Sai Kung District","Account & Relationship Management (Sales)","15c0a6c7-85c5-4593-b72b-b7ac9a0060ef.1","https://image-service-cdn.seek.com.au/bc5a62de8da7b25550e3622e95127b7315cd4569/000c2081b70b659011797e9148ef9fbb0544d7c5","https://image-service-cdn.seek.com.au/bc5a62de8da7b25550e3622e95127b7315cd4569/166665602dbd5b03267ecad302be91f32ded7629","https://image-service-cdn.seek.com.au/2166faae17451a2882479776cbca325b69e71f3e/ee4dce1061f3f616224767ad58cb2fc751b8d2dc","At least 3 years relevant working experience","Achieve sales targets and recruit quality merchant partners","Experience in e-Commerce / service industry is an advantage",,,,,,,,,,,,,,,,,,
"asia-1","87412050","Regulatory Reporting Group Manager, SVP (Hybrid)",,false,"2026-09-23 20:14:27",true,,false,"We’re currently looking for a high caliber professional to join our team as Senior Vice President, Regulatory Reporting Group Manager - Hybrid...","Discover your future at Citi


Working at Citi is far more than just a job. A career with us means joining a
team of more than 230,000 dedicated people from around the globe. At Citi,
you’ll have the opportunity to grow your career, give back to your community and
make a real impact.

Job Overview


Whether you’re at the start of your career or looking to discover your next
adventure, your story begins here.  At Citi, you’ll have the opportunity to
expand your skills and make a difference at one of the world’s most global
banks.  We’re fully committed to supporting your growth and development from the
start with extensive on-the-job training and exposure to senior leaders, as well
as more traditional learning.  You’ll also have the chance to give back and make
a positive impact where we live and work through volunteerism.

Shape your Career with Citi

Citi Finance is responsible for the firm’s financial management and related
controls.  We manage and partner on key Citi initiatives and deliverables, such
as our quarterly earnings process and ensuring Citi’s compliance with financial
rules and regulations.  The team comprises chief financial officers who partner
with each of our businesses and disciplines including controllers, financial
planning and analysis, strategy, investor relations, tax and treasury.

We’re currently looking for a high caliber professional to join our team as
Senior Vice President, Regulatory Reporting Group Manager - Hybrid (Internal Job
Title: Regulatory Reporting Group Manager based in Kowloon, Hong Kong.  Being
part of our team means that we’ll provide you with the resources to meet your
unique needs, empower you to make healthy decision and manage your financial
well-being to help plan for your future.  For instance:

 * Citi provides programs and services for your physical and mental well-being
   including access to telehealth options, health advocates, confidential
   counseling and more. Coverage varies by country.

 * We believe all parents deserve time to adjust to parenthood and bond with the
   newest members of their families. That’s why in early 2020 we began rolling
   out our expanded Paid Parental Leave Policy to include Citi employees around
   the world.

 * We empower our employees to manage their financial well-being and help them
   plan for the future.

 * Citi provides access to an array of learning and development resources to
   help broaden and deepen your skills and knowledge as your career progresses.

 * We have a variety of programs that help employees balance their work and
   life, including generous paid time off packages.

 * We offer our employees resources and tools to volunteer in the communities in
   which they live and work. In 2019, Citi employee volunteers contributed more
   than 1 million volunteer hours around the world.

The Finance Reporting Group Manager is a senior management level position
responsible for accomplishing results through the management of a team or
department in an effort to provide regulatory & Financial analysis and reporting
in coordination with the Finance team. Additionally, the Finance Reporting Group
Manager develops reporting and control procedures to accurately prepare
information required for financial and regulatory reporting and analysis. The
objective of this role is to ensure business/department financials are prepared
and delivered in a timely and accurate manner.


In this role, you’re expected to: 

 * Act with integrity, due skill, care and diligence in carrying out roles and
   responsibilities

 * Maintain accuracy and timeliness in the preparation of financial and
   regulatory reporting

 * Excellent analytical background and skill sets to come up with meaningful
   business insights

 * Strong understanding of Local Financial (IFRS) and Regulatory Reporting
   requirements

 * Ensuring accounting is in compliance with Local IFRS and Regulatory Reporting
   requirements

 * Build and maintain high level of engagement within the team;  Identify,
   motivate, train and develop talent

 * Strong team Player; Build strong relationships and interact with all levels
   in the organization

 * Build and maintain relationships with Regulators & Auditors

 * Strong influencing skills and ability to work through conflicts;  Ability to
   multi-task under strict deadlines and work in a fast paced environment

 * Appropriately assess risk when business decisions are made, demonstrating
   particular consideration for the firm's reputation and safeguarding
   Citigroup, its clients and assets, by driving compliance with applicable
   laws, rules and regulations, adhering to Policy, applying sound ethical
   judgment regarding personal behavior, conduct and business practices, and
   escalating, managing and reporting control issues with transparency. 

As a successful candidate, you’d ideally have the following skills and
exposure: 

 * At least 10 years of work experience as a finance professional in either a
   bank, financial institution or accountancy firm with direct responsibility
   for reporting or audit work of financial institutions

 * Strong Regulatory Reporting experience

 * Familiar with HKMA (HK Monitoring Authority)

 * SFC (Securities & Futures Commission) reporting experience

Education:

 * Bachelor Degree in Finance, Accounting or Business Administration

 * Chartered Accountant or CPA preferred

Working at Citi is far more than just a job. A career with us means joining a
family of more than 230,000 dedicated people from around the globe. At Citi,
you’ll have the opportunity to grow your career, give back to your community and
make a real impact.

Take the next step in your career, apply for this role at Citi today
https://jobs.citi.com/dei


------------------------------------------------------

Job Family Group:

Finance

------------------------------------------------------

Job Family:

Regulatory Reporting

------------------------------------------------------

Time Type:

Full time

------------------------------------------------------

Most Relevant Skills

Business Acumen, Change Management, Communication, Data Analysis, Financial
Acumen, Internal Controls, Issue Management, Problem Solving, Regulatory
Reporting.

------------------------------------------------------

Other Relevant Skills

For complementary skills, please see above and/or contact the recruiter.

------------------------------------------------------

Citi is an equal opportunity employer, and qualified candidates will receive
consideration without regard to their race, color, religion, sex, sexual
orientation, gender identity, national origin, disability, status as a protected
veteran, or any other characteristic protected by law.

If you are a person with a disability and need a reasonable accommodation to use
our search tools and/or apply for a career opportunity review Accessibility at
Citi.

View Citi’s EEO Policy Statement and the Know Your Rights poster.","Active","30d+ ago","2025-09-23 20:00:00",,"https://hk.jobsdb.com/job/87412050?tracking=SHR-WEB-SharedJob-asia-1","Full time","61273152","Citibank (Hong Kong) Limited",,"2010-01-22 19:26:54","Kowloon City, Kowloon City District","Analysis & Reporting (Banking & Financial Services)",,,,,,,,,,,,,,,,,,,,,,,,,
"asia-1","72651142","Product Manager (Network Security)",,false,"2026-01-22 20:59:59",false,,true,"
Responsibilities:

 Responsible for managing channel accounts in security and storage
 Formula and execute product strategies
 Develop a...","Responsibilities:

 * Responsible for managing channel accounts in security and storage
 * Formula and execute product strategies
 * Develop a long-term business relationship with the supplier
 * Manage sales pipeline and forecast
 * Coordinate with suppliers and channel partners for projects
 * Responsible for lead generation, promotion program, preparing proposal and
   presentation

Requirements:

 * A higher diploma or above with experience in the sales/ product role of the
   IT industry is preferable
 * At least 2 years experience of product management on distributor and S.I. is
   highly preferable
 * Knowledge of IT products is an advantage
 * Good communication in both English and Chinese, willing to deal with people
   at different levels.
 * Detail-minded, aggressive, presentable, and willing to learn new things and
   work under pressure
 * Immediate availability is preferred


Interested parties please send us your detailed resume with current and expected
salary by clicking the link ""APPLY NOW"".

All information provided by applicants will be used for recruitment-related
purposes and handled in strict confidence by authorized personnel. The personal
data collected will be destroyed after three months.

For more information about our company, simply click the following links:

WEBSITE at https://www.ttdist.com/ [link removed]
FACEBOOK at https://www.facebook.com/TriTechDistributionLimited/ [link removed]
YOUTUBE at https://www.youtube.com/user/TriTechDistribution [link removed]
LINKEDIN at https://www.linkedin.com/company/tritech-distribution-limited [link
removed]","Active","30d+ ago","2025-10-08 11:13:36",,"https://hk.jobsdb.com/job/72651142?tracking=SHR-WEB-SharedJob-asia-1","Full time","61314319","Tritech Distribution Limited",true,"2014-06-30 16:22:33","Kwun Tong, Kwun Tong District","Account & Relationship Management (Sales)","62114f0d-86db-4270-9ec2-25d5747ab535.1","https://image-service-cdn.seek.com.au/49fdc4df879636f72cd09b93865e450e2ce5f7f6/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/49fdc4df879636f72cd09b93865e450e2ce5f7f6/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/0486531da8c1a0c2549aa43d0ddc751398c83109/ee4dce1061f3f616224767ad58cb2fc751b8d2dc","Attractive Package","IT Product/ Network Security","5-day work week/ Friendly working environment",,,,,,,,,,,,,,,,,,
"asia-1","86188332","Planner | WPP Media",,false,"2026-03-30 20:59:59",false,,true,"WPP Media Hong Kong seeks Planner to develop/execute integrated media plans, manage campaigns, and be key client contact.","Job Title: Planner

 

Reports To: Manager, Clients

Function: Clients

Location: Hong Kong

 

About WPP Media

WPP is the creative transformation company. We use the power of creativity to
build better futures for our people, planet, clients and communities. For more
information, visit wpp.com.

WPP Media is WPP’s global media collective. In a world where media is everywhere
and in everything, we bring the best platform, people, and partners together to
create limitless opportunities for growth. For more information, visit
wppmedia.com

 

Role Summary and Impact

WPP Media Hong Kong is seeking a Planner to join our client team. In this role,
you will be a key contributor to the media planning process, responsible for
developing and executing integrated media plans. You will manage day-to-day
campaign activities and serve as a reliable point of contact for clients,
ensuring smooth coordination and effective delivery.

 

Core Responsibilities:

Media Plan Development: Develop foundational media plans and recommendations
across various channels, including digital, social, and traditional media, based
on client briefs and strategic direction.

Campaign Management: Oversee the day-to-day management of media campaigns,
ensuring they are executed flawlessly, on schedule, and within budget.

Performance Analysis: Monitor live campaigns, analyze performance data to
identify initial insights and trends, and contribute to the development of
client-facing reports.

Client & Vendor Coordination: Serve as a day-to-day contact for designated
clients, managing their requests and communications. Liaise with media vendors
to gather information and proposals.

 

Skills and Experience

At WPP Media, we believe in the power of our culture and our people. It’s what
elevates us to deliver exceptional experiences for both our clients and each
other. In this role it will be critical to embrace WPP & WPP Media’s shared core
values:

·       Be Extraordinary by Leading Collectively to Inspire transformational
Creativity.

·       Create an Open environment by Balancing People and Client Experiences by
Cultivating Trust.

·       Lead Optimistically by Championing Growth and Development to Mobilize
the Enterprise.

 

Required Skills & Experience:

·       1-2 years of experience in a media planning or digital media role,
preferably within a media agency.

·       Strong understanding of the media landscape and the fundamentals of
media planning and buying.

·       Experience with industry tools such as ad-serving platforms (e.g.,
Sizmek, Campaign Manager 360) and competitive monitoring tools (e.g., admanGo).

·       Strong analytical skills with the ability to interpret data and provide
initial insights.

·       Excellent communication skills, with growing confidence in client
interactions.

·       Proficient in Excel for data analysis and PowerPoint for creating
presentations.

·       Fluent in written and spoken English and Cantonese.

 

Desired Skills & Experience:

·       Experience working in a matrixed organization.

·       Knowledge of WPP Media brands and capabilities.

·       Basic knowledge of SEM/programmatic platforms.

 

Life at WPP Media & Benefits

Our passion for shaping the next era of media includes investing in our
employees to help them do their best work, and we’re just as committed to
employee growth as we are to responsible media investment. WPP Media employees
can tap into the global WPP Media & WPP networks to pursue their passions, grow
their networks, and learn at the cutting edge of marketing and advertising. We
have a variety of employee resource groups and host frequent in-office events
showcasing team wins, sharing thought leadership, and celebrating holidays and
milestone events. Our benefits include competitive medical, group retirement
plans, vision, and dental insurance, significant paid time off, preferential
partner discounts, and employee mental health awareness days.  

WPP Media is an equal opportunity employer and considers applicants for all
positions without discrimination or regard to particular characteristics. We are
committed to fostering a culture of respect in which everyone feels they belong
and has the same opportunities to progress in their careers.

We believe the best work happens when we're together, fostering creativity,
collaboration, and connection. That's why we’ve adopted a hybrid approach, with
teams in the office around four days a week. If you require flexibility, please
discuss this with the hiring team during the interview process.","Active","30d+ ago","2025-10-17 15:47:13",,"https://hk.jobsdb.com/job/86188332?tracking=SHR-WEB-SharedJob-asia-1","Full time","60857206","GroupM Communications Hong Kong Limited",true,"2010-01-22 19:26:54","Quarry Bay, Eastern District","Media Strategy, Planning & Buying (Advertising, Arts & Media)","c4f7d7fe-aa54-4c26-a0dc-47fca114a1d9.1","https://image-service-cdn.seek.com.au/2a7dbe78b34929622207f06b10618d44435e0a38/4fa7923bd972db80394241c26c4eedd027b9f348","https://image-service-cdn.seek.com.au/2a7dbe78b34929622207f06b10618d44435e0a38/1246ab9c8857d667b7abaa3ee87f3f84cb8c6d0b","https://image-service-cdn.seek.com.au/c1b0636b1677ec9424f167f953b01854c5f3b8fd/f3c5292cec0e05e4272d9bf9146f390d366481d0",,,,"Which of the following statements best describes your right to work in Hong Kong?","What's your expected monthly basic salary?","How many years' experience do you have as a Planner?","Do you have experience in a role which requires relationship management experience?","Which of the following Microsoft Office products are you experienced with?",,,,,,,,,,,,,"Do you have experience with Search Engine Marketing (SEM)?"
"asia-1","79643651","Senior Unit Manager/Unit Manager (TTPS高才通/QMAS優才/Local are welcome)",,false,"2031-11-14 20:59:59",false,,true,".","Job Description We are recruiting Senior Unit Manager/Unit Manager to help them
build their business and productive financial consultant team.

Key Responsibilities: 

● Composing tailor-made and professional financial solutions to customers that
satisfy their changing financial needs, including risk management planning,
retirement planning and family asset inheritance planning, etc.

 ● Presenting financial solutions to individual and corporate clients 

● Build long-term customer relationship 

● Recruiting, establishing and managing a team of your own

 ● Designing and implementing team strategies. managing the team to deliver
business objectives

 

We offer: 

● Attractive remuneration package, financing allowance schemes and competitive
bonuses 

● Training programme to equip candidate and your newly recruited teammates to
achieve different qualification like MDRT, COT and TOT memberships

 ● Flexible working hours and joyful working atmosphere which emphasise self
actualization and self-growth 

● Overseas conferences and travel opportunities for top performers 

● Support candidate to achieve professional industry-related certifications and
qualifications, like CFA and CFP qualifications

 ● No cold-calling

 

Requirements:

 ● Bachelor degree holder or above

 ● Self-motivated, target-oriented, passionate for winning and proactive

 ● Possessing outstanding leadership qualities 

● A responsible team player

 ● Excellent communicator with splendid analytical and organising skill 

● Good command of spoken and written Chinese and English

 

About Prudential Hong Kong Prudential has been serving the people of Hong Kong
since 1964. Through Prudential Hong Kong Limited and Prudential General
Insurance Hong Kong Limited, we provide a range of financial planning services
and products including individual life insurance, investment-linked insurance,
retirement solutions, health and medical protection, general insurance, and
employee benefits to protect over 1.3 million customers in Hong Kong. Prudential
Hong Kong is recognised by a wide range of accolades from across the industry,
demonstrating our excellence in financial planning, product innovation and more.
Prudential has won numerous awards including the Insurance Company of the Year
(Outstanding) at Bloomberg Businessweek Financial Institution Awards in 2023,
and winning 6 Grand Awards and 5 Top-3 Awards in The Hong Kong Insurance Awards
2023. Prudential Hong Kong offers Flagship Talent Development Programme for new
financial consultants. PRUVenture is a career development programme designed for
those who are new to their career. PRUVenture Elite is a leadership development
programme for successful management talents and sales professionals from
different industries.

 

If you are interested, please send your CV to wingyan.wong@pruhk.com

 

Personal Information Collection Statement – Recruitment of Senior Unit Manager/
Unit Manager 

Wong Wing Yan (“Data User”) may use the personal information collected,
including your name, contact number and e-mail address (“Personal Information”)
collected above, for the purpose of training recruitment and related purposes
(for example recruitment follow-up calls), activity record, follow up and future
trainings. The Data User may use, store, disclose to Prudential Hong Kong
Limited and its insurance agents your Personal Information for the purposes as
stated above. You understand it is mandatory to provide the above mentioned
Personal Information. In the event that any such Personal Information is not
provided, the Data User may be unable to carry out the activities outlined
above. The Personal Information collected will be destroyed after 12 months.
Under the Personal Data (Privacy) Ordinance (“the Ordinance”), you have the
right to request access to and correction of any Personal Information that you
provided to the Data User. You may make such request by writing to the data user
at wingyan.wong@pruhk.com. In accordance with the Ordinance, the Data User has
the right to charge a reasonable fee for the processing of your request for
access to the Personal Information.

 

 

 

 

 ","Active","11d ago","2025-12-19 15:14:06",,"https://hk.jobsdb.com/job/79643651?tracking=SHR-WEB-SharedJob-asia-1","Full time","61717341","Prudential Hong Kong Limited",true,"2023-04-11 12:24:32","Tsim Sha Tsui, Yau Tsim Mong District","Management (Insurance & Superannuation)","546b7241-821c-45de-8dc5-1664e33dc9a8.2",,,"https://image-service-cdn.seek.com.au/ab09099a1c1f6347aec36dcfc385e587dcef0529/ee4dce1061f3f616224767ad58cb2fc751b8d2dc",,,,"Which of the following statements best describes your right to work in Hong Kong?","What's your expected monthly basic salary?","How many years' experience do you have as a Unit Manager?",,,,,,,,,"Email","wingyan.wong@pruhk.com",,,,,
"asia-1","87006766","Assistant Vice President, AML Advisory & Training",,false,"2026-09-30 21:59:59",false,,true,"Enhance compliance and mitigate financial crime risks as AML Advisor in dynamic bank role. Competitive salary and benefits.","The successful candidate will report to and assist the Head of AML Advisory &
Training to perform and ensure the quality of AML advisory & training function.

Responsibilities:

 * Provide advisory services on AML / CFT matters to internal stakeholders

 * Assist the development, implementation, review and enhancement of the AML /
   CFT framework including policies, guidelines, procedures and systems to
   ensure its up-to-date, effectiveness and efficiency with regulatory
   requirements

 * Provide timely AML / CFT-related regulatory updates and manage preparation of
   corresponding gap and impact analyses to internal stakeholders

 * Approve new customer onboarding/ correspondent banking relationship
   establishment and periodic / trigger event account reviews for high ML / TF
   risk relationships

 * Participate in working groups of new products / services to advise on any
   necessary establishment or enhancement of AML / CFT controls

 * Lead or coordinate with internal stakeholders on AML / CFT control
   enhancement projects

 * Ensure adequate support as user role to system development, implementation,
   review and enhancement of AML / CFT-related workflows, as well as bank-wide
   projects involving AML / CFT controls including account opening, periodic /
   trigger event review and customer risk assessment etc.

 * Manage timely and accurate management reporting information for senior
   management as well as relevant board-level / managerial committees

 * Design and deliver AML/CFT training to all staff

 * Liaise and co-ordinate with internal audit and compliance review functions
   for audits, reviews and corresponding follow-up action  

 * Maintain effective working relationships with internal stakeholders

 * Handle any ad-hoc tasks as assigned

Requirements:

 * Degree holder in Business Administration, Risk Management, Law or related
   disciplines

 * Holder of ACAMS, ECF on AML / CFT certification or equivalent

 * Minimum 7 years of financial crime compliance experience

 * Strong understanding of AML / CFT controls, procedures and regulations

 * Good knowledge of retail and corporate banking operations

 * Responsible and detailed-mind with excellent problem solving, analytical,
   writing and communication skills

 * Fluent in English, Cantonese and Mandarin

We offer competitive remuneration commensurate with candidate’s background.  If
you look for a friendly and harmonious working environment with steady career
progression, here is the right opportunity for you.  Please submit your full
resume with current and expected salary to the Human Resources Division by
clicking “APPLY NOW” or
visiting https://www.shacombank.com.hk/eng/about/career/Career.jsp.

We are an equal opportunity employer.

Applicants who are not contacted within 8 weeks may consider their application
unsuccessful. Applications may be retained for 24 months for consideration of
other suitable openings.

All personal data collected will be used for recruitment related purposes
strictly in accordance with the Bank's personal data policies, a copy of which
will be provided upon request by contacting our Personal Data Compliance
Officer.","Active","10d ago","2025-12-19 16:32:16",,"https://hk.jobsdb.com/job/87006766?tracking=SHR-WEB-SharedJob-asia-1","Full time","61274060","Shanghai Commercial Bank Ltd",true,"2010-01-22 19:26:54","North Point, Eastern District","Compliance & Risk (Banking & Financial Services)","e3b533bc-f8a7-485d-ad2a-50cf766f332d.1","https://image-service-cdn.seek.com.au/96140f183a222354dbd93ea2c87c52e6545eb9c9/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/96140f183a222354dbd93ea2c87c52e6545eb9c9/a868bcb8fbb284f4e8301904535744d488ea93c1","https://image-service-cdn.seek.com.au/7675f473818571a114ef74f9e73cd8d653ed14ab/ee4dce1061f3f616224767ad58cb2fc751b8d2dc",,,,"Which of the following statements best describes your right to work in Hong Kong?","What's your expected monthly basic salary?",,,,,,,,,,,,,,,,
